,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
8378,600000.0,closed,CA,Anaheim,1,2014-08-01,2014-08-01,0,0.0,600000.0,Mobile,2.0
8379,60900000.0,closed,CA,SF Bay Area,5,2003-12-01,2012-01-18,0,742.0,12180000.0,Games,18.0
8381,13000000.0,acquired,CA,SF Bay Area,1,2004-04-05,2004-04-05,1,0.0,13000000.0,Hardware_+_Software,5.0
8383,38251364.0,acquired,NC,Raleigh,6,2006-10-13,2014-02-16,1,536.0,7650272.8,Video,12.0
8385,2000000.0,acquired,RI,Providence,2,2009-08-01,2010-12-06,1,492.0,1000000.0,E-Commerce,3.0
8386,8000000.0,ipo,NY,New York City,2,2007-02-01,2009-03-24,1,782.0,4000000.0,Mobile,1.0
8387,32500000.0,acquired,MA,Boston,2,2004-10-04,2007-08-21,1,1051.0,16250000.0,Security,7.0
8388,8400000.0,acquired,MA,Boston,2,2007-02-01,2008-07-01,1,516.0,4200000.0,Curated_Web,5.0
8389,552000.0,closed,CA,SF Bay Area,1,2012-04-01,2012-04-01,0,0.0,552000.0,Mobile,1.0
8391,18000000.0,ipo,TX,Dallas,3,2002-12-01,2004-04-01,1,243.0,6000000.0,Semiconductors,9.0
8394,16000000.0,closed,CT,Hartford,1,2001-12-10,2001-12-10,0,0.0,16000000.0,Internet,1.0
8395,1717000.0,acquired,MA,Boston,2,2012-06-29,2014-05-28,1,698.0,858500.0,0_other_cat,10.0
8397,10000000.0,acquired,NH,"Manchester, New Hampshire",1,2003-10-20,2003-10-20,1,0.0,10000000.0,Software,3.0
8398,156000.0,closed,NY,New York City,1,2015-06-01,2015-06-01,0,0.0,156000.0,E-Commerce,1.0
8399,33250000.0,closed,MN,Minneapolis,2,2004-05-14,2004-05-14,0,0.0,16625000.0,0_other_cat,4.0
8400,15000000.0,closed,WA,Seattle,1,2012-08-20,2012-08-20,0,0.0,15000000.0,0_other_cat,2.0
8401,4900000.0,ipo,PA,Philadelphia,2,2014-06-17,2014-10-01,1,106.0,2450000.0,0_other_cat,2.0
8402,150000.0,acquired,CA,SF Bay Area,1,2013-07-13,2013-07-13,1,0.0,150000.0,Social_Media,1.0
8403,983000.0,acquired,NY,New York City,3,2011-07-01,2014-10-02,1,260.0,1770750.0,Web_Hosting,14.0
8404,725000.0,acquired,NY,New York City,2,2012-04-15,2013-06-11,1,422.0,362500.0,Advertising,2.0
8405,2990725.0,acquired,VA,"Washington, D.C.",3,2013-03-29,2014-11-12,1,296.0,996908.3333333334,Finance,8.0
8406,1300000.0,acquired,CA,SF Bay Area,1,2013-09-17,2013-09-17,1,0.0,1300000.0,Enterprise_Software,9.0
8407,18885.0,closed,NC,Winston-Salem,1,2012-07-01,2012-07-01,0,0.0,18885.0,Health_and_Wellness,1.0
8408,775000.0,acquired,NY,New York City,1,2010-09-06,2010-09-06,1,0.0,775000.0,Curated_Web,2.0
8410,11800000.0,acquired,MO,St. Louis,1,2009-02-11,2009-02-11,1,0.0,11800000.0,Biotechnology,3.0
8412,300000.0,closed,CA,Los Angeles,2,2010-10-18,2011-07-22,0,277.0,300000.0,Games,4.0
8413,25000000.0,acquired,NY,New York City,3,2010-10-01,2013-10-08,1,551.0,8333333.333333333,Software,12.0
8414,25000.0,closed,TN,Memphis,1,2015-05-04,2015-05-04,0,0.0,25000.0,SaaS,1.0
8415,1180000.0,closed,CA,Los Angeles,2,2012-08-22,2013-03-19,0,209.0,590000.0,Curated_Web,10.0
8416,10000.0,acquired,CA,SF Bay Area,1,2009-01-01,2009-01-01,1,0.0,10000.0,Curated_Web,1.0
8417,35000000.0,acquired,CA,San Diego,4,2000-09-01,2005-10-26,1,627.0,8750000.0,Video,17.0
8422,12000000.0,closed,NJ,Newark,1,2010-01-17,2010-01-17,0,0.0,12000000.0,Clean_Technology,6.0
8423,1000000.0,closed,TN,TN - Other,2,2000-10-20,2001-10-12,0,357.0,1000000.0,Technology,3.0
8425,4000000.0,closed,CA,Los Angeles,2,2007-11-01,2008-04-28,0,179.0,2000000.0,Curated_Web,6.0
8429,12862048.0,ipo,NY,"Rochester, New York",6,2009-05-29,2012-10-04,1,244.0,2143674.6666666665,Security,1.0
8431,2250000.0,acquired,OH,Toledo,4,2010-12-01,2014-03-01,1,395.0,750000.0,Software,6.0
8432,1300000.0,acquired,CA,SF Bay Area,1,2008-07-23,2008-07-23,1,0.0,1300000.0,Curated_Web,4.0
8433,1000000.0,acquired,CA,SF Bay Area,1,2006-09-01,2006-09-01,1,0.0,1000000.0,Social_Media,9.0
8434,1000000.0,acquired,CA,SF Bay Area,1,2007-09-01,2007-09-01,1,0.0,1000000.0,Curated_Web,1.0
8435,880000.0,closed,CA,SF Bay Area,2,2011-02-08,2012-04-01,0,724.0,1039997.0,Social_Media,1.0
8437,10000000.0,closed,CA,Santa Barbara,1,2004-03-09,2004-03-09,0,0.0,10000000.0,0_other_cat,1.0
8439,1165000.0,acquired,OH,Cincinnati,2,2013-07-30,2014-02-05,1,190.0,582500.0,Mobile,6.0
8443,1270000.0,acquired,NY,New York City,1,2010-02-01,2010-02-01,1,0.0,1270000.0,Curated_Web,17.0
8444,5750000.0,acquired,CA,SF Bay Area,3,2007-02-01,2010-02-05,1,550.0,1916666.6666666667,Curated_Web,2.0
8445,11000000.0,closed,CA,SF Bay Area,1,2007-08-01,2007-08-01,0,0.0,11000000.0,Games,6.0
8448,950000.0,closed,MA,New Bedford,2,2008-01-01,2010-05-06,0,856.0,475000.0,Curated_Web,1.0
8449,250000.0,closed,OH,"Columbus, Ohio",1,2010-05-01,2010-05-01,0,0.0,250000.0,E-Commerce,1.0
8453,3762066.0,closed,CA,SF Bay Area,3,2007-01-01,2010-09-24,0,681.0,1254022.0,Curated_Web,5.0
8454,28679147.0,acquired,CA,SF Bay Area,4,2010-08-01,2014-01-23,1,423.0,9559715.666666666,Software,16.0
8455,7000000.0,acquired,OH,Cincinnati,1,2012-05-22,2012-05-22,1,0.0,7000000.0,0_other_cat,1.0
8457,300000.0,closed,CA,Los Angeles,1,2007-09-01,2007-09-01,0,0.0,300000.0,0_other_cat,2.0
8459,59000000.0,closed,CA,SF Bay Area,4,2005-11-11,2010-03-22,0,530.0,14750000.0,Curated_Web,12.0
8460,7200000.0,acquired,MD,Baltimore,3,2006-09-01,2009-07-24,1,528.0,2400000.0,Internet,9.0
8461,13000000.0,acquired,CA,SF Bay Area,1,2003-11-07,2003-11-07,1,0.0,13000000.0,Finance,2.0
8466,5600000.0,closed,CA,Anaheim,1,2011-02-22,2011-02-22,0,0.0,5600000.0,0_other_cat,1.0
8469,11491490.0,acquired,NY,New York City,4,2011-03-21,2013-08-02,1,288.0,2872872.5,Video,15.0
8470,7500000.0,acquired,MI,Lansing,2,2007-12-12,2008-01-14,1,33.0,3750000.0,Clean_Technology,2.0
8471,500000.0,acquired,CA,SF Bay Area,1,2005-07-29,2005-07-29,1,0.0,500000.0,Hardware_+_Software,1.0
8474,20000.0,closed,CA,Los Angeles,1,2013-03-01,2013-03-01,0,0.0,20000.0,Internet,1.0
8480,46000000.0,closed,CA,San Diego,2,2005-06-25,2007-03-01,0,614.0,23000000.0,Technology,5.0
8481,5049999.0,acquired,VA,Richmond,2,2011-12-22,2013-08-16,1,603.0,2524999.5,Analytics,3.0
8482,300000.0,closed,CA,SF Bay Area,1,2011-04-06,2011-04-06,0,0.0,300000.0,Mobile,2.0
8484,8750000.0,acquired,NY,New York City,3,2007-12-03,2010-05-03,1,441.0,2916666.6666666665,Mobile,6.0
8487,67000000.0,closed,CA,Los Angeles,3,2009-06-10,2013-10-30,0,801.0,33500000.0,Technology,2.0
8488,200000.0,acquired,CA,Los Angeles,1,2014-07-01,2014-07-01,1,0.0,200000.0,Cloud_Computing,2.0
8489,7516703.0,closed,VA,"Washington, D.C.",4,2008-08-01,2012-06-05,0,468.0,1879175.75,Mobile,1.0
8490,7000000.0,acquired,MO,Branson,1,2005-05-11,2005-05-11,1,0.0,7000000.0,Software,1.0
8493,12000000.0,acquired,CA,SF Bay Area,2,2005-08-12,2008-01-14,1,885.0,12000000.0,Semiconductors,7.0
8494,9000000.0,ipo,DE,"Wilmington, Delaware",1,2009-07-02,2009-07-02,1,0.0,9000000.0,0_other_cat,1.0
8498,20000000.0,closed,CA,SF Bay Area,1,2006-06-28,2006-06-28,0,0.0,20000000.0,0_other_cat,4.0
8499,14600000.0,acquired,CA,SF Bay Area,1,2011-07-14,2011-07-14,1,0.0,14600000.0,0_other_cat,3.0
8500,2000000.0,acquired,WA,Seattle,1,2014-06-10,2014-06-10,1,0.0,2000000.0,0_other_cat,3.0
8503,31000000.0,acquired,GA,Atlanta,1,2001-09-24,2001-09-24,1,0.0,31000000.0,0_other_cat,2.0
8506,16300000.0,acquired,MA,Boston,2,2011-02-28,2011-09-09,1,193.0,8150000.0,Enterprise_Software,4.0
8508,18000000.0,closed,TX,Houston,2,2007-07-16,2008-06-18,0,338.0,9000000.0,0_other_cat,6.0
8509,1000000.0,acquired,NY,New York City,1,2007-10-02,2007-10-02,1,0.0,1000000.0,Software,3.0
8510,3000000.0,ipo,MA,Boston,1,2012-08-02,2012-08-02,1,0.0,3000000.0,0_other_cat,1.0
8511,21900000.0,acquired,MI,Detroit,3,2007-02-18,2011-01-07,1,709.0,7300000.0,Apps,5.0
8513,14078664.0,closed,CA,SF Bay Area,3,2007-08-01,2011-04-22,0,680.0,4692888.0,Advertising,3.0
8515,130861.0,closed,CA,SF Bay Area,1,2010-12-01,2010-12-01,0,0.0,130861.0,Clean_Technology,1.0
8516,10000000.0,acquired,VA,"Washington, D.C.",1,2002-10-02,2002-10-02,1,0.0,10000000.0,0_other_cat,2.0
8519,630000.0,acquired,CA,Los Angeles,3,2011-06-17,2013-09-01,1,403.0,315000.0,0_other_cat,7.0
8521,4000000.0,acquired,MA,Boston,2,2009-02-01,2011-02-03,1,732.0,4000000.0,Curated_Web,3.0
8523,3440000.0,closed,CA,Anaheim,1,2007-03-04,2007-03-04,0,0.0,3440000.0,0_other_cat,4.0
8531,23000000.0,closed,NY,New York City,2,2006-09-20,2008-09-01,0,712.0,11500000.0,E-Commerce,6.0
8534,650000.0,closed,CA,Los Angeles,1,2008-01-01,2008-01-01,0,0.0,650000.0,E-Commerce,1.0
8535,6500000.0,acquired,CA,Los Angeles,2,2010-11-08,2011-10-12,1,338.0,3250000.0,0_other_cat,1.0
8536,1500000.0,closed,NY,New York City,1,2011-08-01,2011-08-01,0,0.0,1500000.0,Finance,1.0
8538,200000.0,closed,IN,Indianapolis,1,2013-06-27,2013-06-27,0,0.0,200000.0,0_other_cat,1.0
8539,17400000.0,ipo,IL,Chicago,1,2006-08-09,2006-08-09,1,0.0,17400000.0,0_other_cat,1.0
8540,42914126.0,ipo,PA,Philadelphia,9,2009-07-29,2014-12-22,1,281.0,3801765.75,Biotechnology,1.0
8542,13700000.0,acquired,CA,SF Bay Area,1,2010-09-28,2010-09-28,1,0.0,13700000.0,Clean_Technology,2.0
8544,39985886.0,acquired,CA,SF Bay Area,6,2003-07-08,2010-09-16,1,525.0,7997177.2,Web_Hosting,9.0
8545,8500000.0,acquired,CA,SF Bay Area,2,2005-10-01,2007-10-01,1,730.0,4250000.0,Curated_Web,2.0
8550,71400000.0,acquired,CA,San Diego,4,2010-02-17,2013-02-06,1,361.0,23800000.0,Clean_Technology,9.0
8551,7000000.0,closed,CA,SF Bay Area,1,2014-04-29,2014-04-29,0,0.0,7000000.0,0_other_cat,2.0
8554,18789048.0,closed,MI,Lansing,3,2004-03-11,2010-01-13,0,1067.0,9394524.0,Clean_Technology,10.0
8557,20000000.0,closed,CO,Denver,1,2000-08-16,2000-08-16,0,0.0,20000000.0,0_other_cat,5.0
8559,950000.0,acquired,NY,New York City,3,2011-01-01,2013-02-01,1,381.0,475000.0,Advertising,3.0
8565,101472500.0,ipo,NJ,Newark,7,2010-11-08,2015-04-09,1,268.0,14496071.42857143,Biotechnology,8.0
8566,74000000.0,acquired,CA,Los Angeles,5,2006-08-01,2013-07-18,1,635.0,18500000.0,Web_Hosting,8.0
8567,6500000.0,closed,CA,SF Bay Area,2,2006-01-01,2007-07-01,0,546.0,3250000.0,E-Commerce,8.0
8568,12700000.0,acquired,CA,SF Bay Area,2,2010-07-01,2013-05-17,1,1051.0,6350000.0,Analytics,3.0
8570,150000.0,closed,PA,Philadelphia,1,2014-10-01,2014-10-01,0,0.0,150000.0,SaaS,1.0
8574,5067737.0,closed,TX,Austin,2,2011-01-24,2012-04-23,0,455.0,2533868.5,Software,1.0
8575,1700000.0,acquired,AZ,Phoenix,2,2008-04-09,2009-09-08,1,517.0,850000.0,Education,2.0
8577,200000.0,closed,CA,Los Angeles,1,2010-04-17,2010-04-17,0,0.0,200000.0,Games,1.0
8578,2097100.0,closed,MA,Boston,3,2010-07-19,2011-07-26,0,186.0,699033.3333333334,Video,6.0
8580,6000000.0,acquired,CA,SF Bay Area,1,2006-08-31,2006-08-31,1,0.0,6000000.0,Advertising,3.0
8581,1000000.0,closed,CA,SF Bay Area,2,2010-09-01,2011-06-28,0,300.0,1000000.0,E-Commerce,5.0
8582,8864292.0,acquired,TX,Dallas,2,2008-01-28,2010-07-27,1,911.0,4432146.0,Enterprise_Software,1.0
8585,3500000.0,closed,KS,Kansas City,1,2001-07-30,2001-07-30,0,0.0,3500000.0,Health_Care,3.0
8588,23040630.0,acquired,CA,SF Bay Area,4,2009-02-25,2015-11-23,1,820.0,7680210.0,Biotechnology,4.0
8589,49600000.0,acquired,OH,Youngstown,2,2007-10-01,2008-03-31,1,182.0,24800000.0,Hardware_+_Software,2.0
8590,52500000.0,acquired,MD,"Washington, D.C.",3,2006-01-01,2008-07-01,1,456.0,17500000.0,Clean_Technology,6.0
8591,49000000.0,acquired,WA,Seattle,3,2005-02-18,2008-03-27,1,566.0,16333333.333333334,Health_Care,13.0
8592,13000000.0,acquired,NJ,Newark,1,2007-08-15,2007-08-15,1,0.0,13000000.0,Biotechnology,5.0
8593,40000.0,closed,CA,Los Angeles,1,2011-06-15,2011-06-15,0,0.0,40000.0,Games,1.0
8594,5500000.0,closed,NJ,Newark,1,2008-05-29,2008-05-29,0,0.0,5500000.0,Software,3.0
8595,3400000.0,acquired,CA,SF Bay Area,1,2010-12-01,2010-12-01,1,0.0,3400000.0,Enterprise_Software,2.0
8596,36300000.0,acquired,CA,SF Bay Area,2,2014-02-18,2015-03-11,1,386.0,18150000.0,SaaS,5.0
8597,425130.0,acquired,CA,SF Bay Area,2,2008-04-25,2009-08-07,1,469.0,425130.0,Hardware_+_Software,1.0
8598,14449995.0,closed,CA,SF Bay Area,2,2007-08-15,2008-08-05,0,356.0,7224997.5,Enterprise_Software,4.0
8599,1800000.0,closed,PA,Pittsburgh,1,2000-10-20,2000-10-20,0,0.0,1800000.0,E-Commerce,1.0
8600,10000000.0,closed,OR,"Portland, Oregon",1,2003-02-10,2003-02-10,0,0.0,10000000.0,Software,1.0
8602,45650000.0,acquired,OR,"Portland, Oregon",5,2007-12-01,2014-12-22,1,644.0,9130000.0,Video,17.0
8605,89400001.0,acquired,CA,San Diego,4,2010-01-21,2012-01-04,1,237.0,22350000.25,Biotechnology,13.0
8606,75000000.0,ipo,MA,Boston,3,2010-03-09,2014-11-25,1,791.0,27500000.0,Health_Care,5.0
8608,1500000.0,acquired,NY,New York City,1,2014-06-14,2014-06-14,1,0.0,1500000.0,Social_Media,4.0
8609,58000000.0,closed,MA,Boston,2,2006-11-29,2009-05-27,0,910.0,29000000.0,Biotechnology,12.0
8610,7000000.0,closed,MA,Boston,1,2004-07-15,2004-07-15,0,0.0,7000000.0,Technology,1.0
8614,35800000.0,acquired,VA,"Washington, D.C.",2,2006-09-01,2007-10-01,1,395.0,17900000.0,Enterprise_Software,5.0
8616,1000000.0,acquired,CA,SF Bay Area,2,2012-01-25,2012-11-13,1,293.0,1000000.0,0_other_cat,10.0
8618,32000000.0,acquired,CA,SF Bay Area,2,2011-08-25,2014-03-25,1,943.0,16000000.0,Software,7.0
8619,6700000.0,closed,PA,Philadelphia,2,2009-07-06,2009-10-01,0,87.0,3350000.0,Health_Care,2.0
8622,49450000.0,acquired,CA,Los Angeles,5,2004-03-22,2009-12-10,1,522.0,9890000.0,Games,16.0
8625,277900.0,closed,WA,Seattle,2,2010-01-01,2010-01-01,0,0.0,138950.0,Technology,2.0
8626,2400000.0,acquired,IN,IN - Other,3,2012-11-21,2014-05-29,1,277.0,800000.0,Security,2.0
8627,71900834.0,acquired,CA,SF Bay Area,6,2004-02-10,2010-07-08,1,468.0,11983472.333333334,Clean_Technology,9.0
8628,7500000.0,closed,CA,SF Bay Area,1,2004-04-16,2004-04-16,0,0.0,7500000.0,0_other_cat,3.0
8629,5000000.0,closed,NC,Raleigh,2,2006-08-01,2008-10-07,0,798.0,2500000.0,Software,6.0
8631,2000000.0,closed,CA,SF Bay Area,1,2010-10-13,2010-10-13,0,0.0,2000000.0,Software,1.0
8634,2500000.0,acquired,CA,SF Bay Area,1,2003-07-01,2003-07-01,1,0.0,2500000.0,Software,5.0
8636,1000000.0,acquired,VA,Alexandria,1,2012-02-28,2012-02-28,1,0.0,1000000.0,Curated_Web,5.0
8637,12000000.0,acquired,MA,Boston,1,2004-11-18,2004-11-18,1,0.0,12000000.0,Finance,3.0
8638,13000000.0,closed,CA,SF Bay Area,2,2009-11-03,2010-12-10,0,402.0,6500000.0,Hardware_+_Software,2.0
8639,750000.0,acquired,WI,Milwaukee,1,2004-06-01,2004-06-01,1,0.0,750000.0,Curated_Web,1.0
8640,1500000.0,acquired,CA,SF Bay Area,1,2013-01-28,2013-01-28,1,0.0,1500000.0,Mobile,4.0
8643,11000000.0,acquired,NJ,Newark,1,2010-12-20,2010-12-20,1,0.0,11000000.0,Hardware_+_Software,2.0
8644,4000000.0,closed,NC,Raleigh,1,2001-03-02,2001-03-02,0,0.0,4000000.0,0_other_cat,5.0
8645,16000000.0,acquired,CA,SF Bay Area,1,2005-03-22,2005-03-22,1,0.0,16000000.0,Enterprise_Software,3.0
8646,15500000.0,acquired,CA,Anaheim,2,2007-01-10,2009-03-10,1,790.0,7750000.0,Health_Care,3.0
8647,19391496.0,acquired,CA,SF Bay Area,2,2011-06-23,2013-07-05,1,743.0,9695748.0,Education,2.0
8649,24102319.0,acquired,UT,Salt Lake City,3,2004-05-14,2009-04-01,1,891.0,8034106.333333333,Software,5.0
8653,65000000.0,acquired,MA,Boston,5,2001-01-01,2008-01-01,1,639.0,16250000.0,E-Commerce,19.0
8654,94100000.0,ipo,IN,Indianapolis,5,2006-11-13,2010-12-27,1,376.0,18820000.0,Health_Care,19.0
8655,15000000.0,ipo,CA,Anaheim,1,2010-10-27,2010-10-27,1,0.0,15000000.0,Biotechnology,1.0
8657,4250000.0,acquired,CA,SF Bay Area,1,2012-01-25,2012-01-25,1,0.0,4250000.0,Mobile,2.0
8660,8148584.0,closed,OH,"Columbus, Ohio",3,2011-06-01,2015-06-18,0,739.0,2716194.6666666665,Health_Care,7.0
8661,1500000.0,acquired,CA,SF Bay Area,1,2012-05-01,2012-05-01,1,0.0,1500000.0,Finance,5.0
8663,20000000.0,closed,NY,New York City,1,2009-12-21,2009-12-21,0,0.0,20000000.0,0_other_cat,1.0
8667,16500000.0,closed,CA,Los Angeles,1,2005-06-22,2005-06-22,0,0.0,16500000.0,0_other_cat,2.0
8670,7750000.0,ipo,MA,Boston,1,2005-01-27,2005-01-27,1,0.0,7750000.0,Clean_Technology,3.0
8671,19000000.0,acquired,TX,Dallas,1,2006-10-23,2006-10-23,1,0.0,19000000.0,Mobile,2.0
8672,5000000.0,closed,MA,Boston,1,2006-07-12,2006-07-12,0,0.0,5000000.0,Social_Media,3.0
8674,6100000.0,closed,MN,Duluth,1,2005-09-26,2005-09-26,0,0.0,6100000.0,Hardware_+_Software,4.0
8675,8000000.0,acquired,CA,Los Angeles,3,2011-10-01,2013-07-03,1,320.0,4000000.0,Software,13.0
8676,6500000.0,acquired,CA,Los Angeles,1,2000-02-01,2000-02-01,1,0.0,6500000.0,0_other_cat,2.0
8677,12500000.0,closed,CA,SF Bay Area,1,2004-03-24,2004-03-24,0,0.0,12500000.0,0_other_cat,5.0
8682,76500000.0,ipo,CA,Napa Valley,3,2009-05-18,2011-06-24,1,383.0,25500000.0,Clean_Technology,10.0
8683,59000000.0,acquired,NJ,NJ - Other,4,2004-12-21,2011-03-31,1,763.0,14750000.0,Semiconductors,18.0
8685,3500000.0,acquired,MN,Minneapolis,1,2011-11-07,2011-11-07,1,0.0,3500000.0,Enterprise_Software,2.0
8687,50000.0,closed,NC,Raleigh,1,2012-03-19,2012-03-19,0,0.0,50000.0,Enterprise_Software,1.0
8689,66000000.0,closed,WA,Seattle,2,2007-01-22,2008-01-01,0,344.0,33000000.0,Enterprise_Software,4.0
8692,4000000.0,closed,NY,New York City,1,2007-02-26,2007-02-26,0,0.0,4000000.0,Software,1.0
8693,3300000.0,acquired,UT,Salt Lake City,2,2007-08-01,2009-09-25,1,786.0,1650000.0,Enterprise_Software,7.0
8695,70000.0,acquired,CT,Hartford,2,2007-01-01,2007-11-01,1,304.0,35000.0,Advertising,2.0
8696,24350007.0,acquired,TX,San Antonio,4,2007-07-12,2011-11-21,1,531.0,6087501.75,Biotechnology,2.0
8699,3200000.0,closed,NY,New York City,1,2004-04-19,2004-04-19,0,0.0,3200000.0,Technology,2.0
8700,13000000.0,closed,OR,"Portland, Oregon",1,2006-01-12,2006-01-12,0,0.0,13000000.0,Semiconductors,3.0
8701,29941703.0,ipo,NY,New York City,6,2011-05-23,2014-08-04,1,270.0,1688340.6,Biotechnology,2.0
8703,27400000.0,acquired,CA,SF Bay Area,2,2011-12-19,2014-03-24,1,826.0,13700000.0,Semiconductors,9.0
8704,17000000.0,acquired,MA,Boston,2,2006-06-22,2008-04-23,1,671.0,8500000.0,E-Commerce,2.0
8706,5280000.0,acquired,AZ,Phoenix,2,2004-03-01,2005-10-09,1,587.0,5280000.0,0_other_cat,3.0
8707,16000000.0,acquired,MA,Boston,2,2000-02-01,2002-09-23,1,965.0,8000000.0,0_other_cat,4.0
8709,32000000.0,closed,MA,Boston,2,2006-04-01,2007-03-01,0,334.0,16000000.0,Social_Media,7.0
8717,61500000.0,ipo,MA,Boston,5,2009-10-07,2014-02-12,1,245.0,12875000.0,Health_and_Wellness,9.0
8720,20000000.0,acquired,CA,Anaheim,1,2007-12-13,2007-12-13,1,0.0,20000000.0,Clean_Technology,2.0
8722,4800000.0,acquired,NJ,NJ - Other,1,2008-12-18,2008-12-18,1,0.0,4800000.0,Clean_Technology,1.0
8723,120000.0,closed,NY,New York City,1,2013-09-01,2013-09-01,0,0.0,120000.0,Health_and_Wellness,2.0
8726,47000000.0,acquired,NH,"Manchester, New Hampshire",3,2001-01-01,2004-07-06,1,641.0,15666666.666666666,Enterprise_Software,7.0
8730,12000000.0,acquired,WI,Madison,1,2006-01-09,2006-01-09,1,0.0,12000000.0,Biotechnology,4.0
8739,3600000.0,acquired,WA,Seattle,2,2006-10-04,2009-06-24,1,994.0,1800000.0,Software,3.0
8746,20000000.0,acquired,NV,Las Vegas,1,2003-04-17,2003-04-17,1,0.0,20000000.0,Health_Care,4.0
8751,18500000.0,closed,WA,Seattle,1,2000-06-12,2000-06-12,0,0.0,18500000.0,0_other_cat,3.0
8753,39122000.0,acquired,CA,SF Bay Area,4,2008-12-17,2012-07-01,1,430.0,9780500.0,Health_Care,12.0
8754,6000000.0,closed,CA,San Diego,1,2007-01-11,2007-01-11,0,0.0,6000000.0,0_other_cat,2.0
8755,740000.0,acquired,CA,SF Bay Area,1,2010-05-14,2010-05-14,1,0.0,740000.0,Curated_Web,3.0
8756,8000000.0,closed,AZ,Phoenix,1,2009-08-31,2009-08-31,0,0.0,8000000.0,Clean_Technology,1.0
8758,4662500.0,closed,CA,SF Bay Area,4,2008-12-11,2012-05-29,0,421.0,1165625.0,Enterprise_Software,1.0
8759,750000.0,closed,TX,Dallas,1,2012-01-23,2012-01-23,0,0.0,750000.0,Software,1.0
8760,6500000.0,acquired,TX,Austin,1,2006-03-06,2006-03-06,1,0.0,6500000.0,Enterprise_Software,3.0
8761,4000000.0,closed,CA,Los Angeles,1,2006-11-14,2006-11-14,0,0.0,4000000.0,Advertising,3.0
8762,5000000.0,acquired,NC,Raleigh,1,2004-01-14,2004-01-14,1,0.0,5000000.0,Biotechnology,3.0
8763,55500000.0,acquired,CA,Santa Barbara,3,2009-04-29,2012-04-18,1,542.0,18500000.0,Enterprise_Software,9.0
8766,6850000.0,closed,CA,SF Bay Area,2,2004-12-01,2007-03-13,0,832.0,3425000.0,Social_Media,3.0
8767,38500543.0,ipo,MA,Boston,3,2010-07-22,2014-04-01,1,674.0,12833514.333333334,Biotechnology,6.0
8769,15000000.0,acquired,CA,SF Bay Area,1,2004-06-02,2004-06-02,1,0.0,15000000.0,0_other_cat,2.0
8770,6000000.0,acquired,CA,SF Bay Area,1,2003-03-04,2003-03-04,1,0.0,6000000.0,Software,4.0
8772,19600000.0,acquired,CA,San Diego,3,2005-03-01,2008-10-15,1,662.0,6533333.333333333,Curated_Web,8.0
8776,4345000.0,ipo,CA,Anaheim,2,2014-07-25,2015-05-15,1,0.0,4275000.0,Video,1.0
8777,455000.0,closed,CO,Denver,2,2007-08-01,2007-09-01,0,31.0,227500.0,Curated_Web,9.0
8780,32000000.0,acquired,CA,SF Bay Area,2,2003-01-10,2005-09-20,1,984.0,16000000.0,Technology,12.0
8781,16000000.0,acquired,VA,"Washington, D.C.",2,2003-11-03,2006-02-07,1,827.0,8000000.0,Software,6.0
8783,750000.0,acquired,CO,Denver,3,2009-08-06,2011-10-02,1,393.0,375000.0,Finance,2.0
8784,3100000.0,closed,CA,SF Bay Area,1,2011-06-13,2011-06-13,0,0.0,3100000.0,Social_Media,7.0
8785,2425000.0,closed,CA,SF Bay Area,3,2011-11-18,2012-07-19,0,122.0,808333.3333333334,0_other_cat,11.0
8788,6850000.0,closed,MA,Boston,1,2007-02-13,2007-02-13,0,0.0,6850000.0,0_other_cat,1.0
8789,14300000.0,closed,CA,SF Bay Area,1,2003-10-10,2003-10-10,0,0.0,14300000.0,Software,11.0
8790,3500000.0,acquired,NY,New York City,1,2012-08-06,2012-08-06,1,0.0,3500000.0,E-Commerce,1.0
8796,2300000.0,acquired,CA,SF Bay Area,1,2013-02-07,2013-02-07,1,0.0,2300000.0,0_other_cat,8.0
8797,3352194.0,closed,NC,Raleigh,3,2010-10-15,2012-04-20,0,276.0,1117398.0,Analytics,19.0
8798,13880000.0,acquired,CA,Los Angeles,1,2008-11-10,2008-11-10,1,0.0,13880000.0,Software,3.0
8799,42497374.0,acquired,CA,SF Bay Area,4,2008-01-29,2013-03-12,1,623.0,10624343.5,Analytics,8.0
8801,55346471.0,closed,PA,Philadelphia,4,2008-01-18,2014-05-12,0,768.0,13836617.75,Web_Hosting,6.0
8802,800000.0,acquired,CA,Anaheim,1,2008-08-01,2008-08-01,1,0.0,800000.0,Games,1.0
8803,8000000.0,acquired,CA,SF Bay Area,2,2008-11-01,2010-03-19,1,503.0,4000000.0,Software,6.0
8807,7660000.0,acquired,CA,SF Bay Area,1,2006-07-10,2006-07-10,1,0.0,7660000.0,Security,6.0
8809,75000.0,closed,IL,Chicago,1,2011-06-01,2011-06-01,0,0.0,75000.0,Enterprise_Software,2.0
8810,18800000.0,acquired,NY,New York City,2,2010-11-03,2011-05-29,1,207.0,9400000.0,0_other_cat,6.0
8811,3300000.0,acquired,CA,SF Bay Area,1,2012-05-25,2012-05-25,1,0.0,3300000.0,Curated_Web,14.0
